case,family,seed,split,scale_group,units,periods,strategy,status,objective,bb_nodes,formal_lp_solved,probe_lp_solved,inference_time_sec,probe_time_sec,total_runtime_sec,time_repeats_sec,relative_gap,limit_type,lp_backend,instance_id,instance_group,strategy_zh,best_bound,nodes,total_time_sec,timing_repeats,timing_protocol
uc_in_distribution_unit_commitment_u5_t5_seed51016,unit_commitment,51016,uc_in_distribution,train_scale,5,5,最接近0.5分支（原规则）,达到时间上限,217.5588615,414,417,0,0,0,45.083749,45.083749,0.2304320769,达到时间上限,SciPy-HiGHS,uc_in_distribution_unit_commitment_u5_t5_seed51016,train_scale,最接近0.5分支（原规则）,,414,45.083749,1,单次稳定性补跑
uc_in_distribution_unit_commitment_u5_t5_seed51016,unit_commitment,51016,uc_in_distribution,train_scale,5,5,GNN图学习分支（种子1）,达到时间上限,217.5588615,382,385,0,0.19105283,0,45.054479,45.054479,0.2147386886,达到时间上限,SciPy-HiGHS,uc_in_distribution_unit_commitment_u5_t5_seed51016,train_scale,GNN图学习分支（种子1）,,382,45.054479,1,单次稳定性补跑
uc_in_distribution_unit_commitment_u5_t5_seed51016,unit_commitment,51016,uc_in_distribution,train_scale,5,5,GNN图学习分支（种子2）,达到时间上限,217.5588615,408,411,0,0.19960712,0,45.030557,45.030557,0.2181265059,达到时间上限,SciPy-HiGHS,uc_in_distribution_unit_commitment_u5_t5_seed51016,train_scale,GNN图学习分支（种子2）,,408,45.030557,1,单次稳定性补跑
uc_in_distribution_unit_commitment_u5_t5_seed51016,unit_commitment,51016,uc_in_distribution,train_scale,5,5,GNN图学习分支（种子3）,达到时间上限,217.5588615,385,388,0,0.1871025,0,45.118784,45.118784,0.2185179367,达到时间上限,SciPy-HiGHS,uc_in_distribution_unit_commitment_u5_t5_seed51016,train_scale,GNN图学习分支（种子3）,,385,45.118784,1,单次稳定性补跑
uc_in_distribution_unit_commitment_u3_t3_seed51017,unit_commitment,51017,uc_in_distribution,train_scale,3,3,最接近0.5分支（原规则）,最优,64.13286809,33,36,0,0,0,0.35589308,0.35589308,0,,SciPy-HiGHS,uc_in_distribution_unit_commitment_u3_t3_seed51017,train_scale,最接近0.5分支（原规则）,,33,0.35589308,1,单次稳定性补跑
uc_in_distribution_unit_commitment_u3_t3_seed51017,unit_commitment,51017,uc_in_distribution,train_scale,3,3,GNN图学习分支（种子1）,最优,64.13286809,33,36,0,0.010872916,0,0.36540271,0.36540271,0,,SciPy-HiGHS,uc_in_distribution_unit_commitment_u3_t3_seed51017,train_scale,GNN图学习分支（种子1）,,33,0.36540271,1,单次稳定性补跑
uc_in_distribution_unit_commitment_u3_t3_seed51017,unit_commitment,51017,uc_in_distribution,train_scale,3,3,GNN图学习分支（种子2）,最优,64.13286809,29,32,0,0.009375624,0,0.33371188,0.33371188,0,,SciPy-HiGHS,uc_in_distribution_unit_commitment_u3_t3_seed51017,train_scale,GNN图学习分支（种子2）,,29,0.33371188,1,单次稳定性补跑
uc_in_distribution_unit_commitment_u3_t3_seed51017,unit_commitment,51017,uc_in_distribution,train_scale,3,3,GNN图学习分支（种子3）,最优,64.13286809,33,36,0,0.011383084,0,0.38794654,0.38794654,0,,SciPy-HiGHS,uc_in_distribution_unit_commitment_u3_t3_seed51017,train_scale,GNN图学习分支（种子3）,,33,0.38794654,1,单次稳定性补跑
uc_in_distribution_unit_commitment_u4_t4_seed51018,unit_commitment,51018,uc_in_distribution,train_scale,4,4,最接近0.5分支（原规则）,最优,101.1486523,299,302,0,0,0,9.3493487,9.3493487,0,,SciPy-HiGHS,uc_in_distribution_unit_commitment_u4_t4_seed51018,train_scale,最接近0.5分支（原规则）,,299,9.3493487,1,单次稳定性补跑
uc_in_distribution_unit_commitment_u4_t4_seed51018,unit_commitment,51018,uc_in_distribution,train_scale,4,4,GNN图学习分支（种子1）,最优,101.1486523,157,160,0,0.070991663,0,5.2275143,5.2275143,0,,SciPy-HiGHS,uc_in_distribution_unit_commitment_u4_t4_seed51018,train_scale,GNN图学习分支（种子1）,,157,5.2275143,1,单次稳定性补跑
uc_in_distribution_unit_commitment_u4_t4_seed51018,unit_commitment,51018,uc_in_distribution,train_scale,4,4,GNN图学习分支（种子2）,最优,101.1486523,169,172,0,0.076268463,0,5.6653288,5.6653288,0,,SciPy-HiGHS,uc_in_distribution_unit_commitment_u4_t4_seed51018,train_scale,GNN图学习分支（种子2）,,169,5.6653288,1,单次稳定性补跑
uc_in_distribution_unit_commitment_u4_t4_seed51018,unit_commitment,51018,uc_in_distribution,train_scale,4,4,GNN图学习分支（种子3）,最优,101.1486523,195,198,0,0.088227298,0,6.6227762,6.6227762,0,,SciPy-HiGHS,uc_in_distribution_unit_commitment_u4_t4_seed51018,train_scale,GNN图学习分支（种子3）,,195,6.6227762,1,单次稳定性补跑
uc_in_distribution_unit_commitment_u5_t4_seed51019,unit_commitment,51019,uc_in_distribution,train_scale,5,4,最接近0.5分支（原规则）,最优,185.9050137,505,508,0,0,0,27.545804,27.545804,0,,SciPy-HiGHS,uc_in_distribution_unit_commitment_u5_t4_seed51019,train_scale,最接近0.5分支（原规则）,,505,27.545804,1,单次稳定性补跑
uc_in_distribution_unit_commitment_u5_t4_seed51019,unit_commitment,51019,uc_in_distribution,train_scale,5,4,GNN图学习分支（种子1）,最优,185.9050137,169,172,0,0.079889584,0,10.292293,10.292293,0,,SciPy-HiGHS,uc_in_distribution_unit_commitment_u5_t4_seed51019,train_scale,GNN图学习分支（种子1）,,169,10.292293,1,单次稳定性补跑
uc_in_distribution_unit_commitment_u5_t4_seed51019,unit_commitment,51019,uc_in_distribution,train_scale,5,4,GNN图学习分支（种子2）,最优,185.9050137,181,184,0,0.08494654,0,10.880775,10.880775,0,,SciPy-HiGHS,uc_in_distribution_unit_commitment_u5_t4_seed51019,train_scale,GNN图学习分支（种子2）,,181,10.880775,1,单次稳定性补跑
uc_in_distribution_unit_commitment_u5_t4_seed51019,unit_commitment,51019,uc_in_distribution,train_scale,5,4,GNN图学习分支（种子3）,最优,185.9050137,625,628,0,0.29231776,0,31.833014,31.833014,0,,SciPy-HiGHS,uc_in_distribution_unit_commitment_u5_t4_seed51019,train_scale,GNN图学习分支（种子3）,,625,31.833014,1,单次稳定性补跑
uc_in_distribution_unit_commitment_u5_t5_seed51020,unit_commitment,51020,uc_in_distribution,train_scale,5,5,最接近0.5分支（原规则）,达到时间上限,238.9238274,413,416,0,0,0,45.0737,45.0737,0.2501375262,达到时间上限,SciPy-HiGHS,uc_in_distribution_unit_commitment_u5_t5_seed51020,train_scale,最接近0.5分支（原规则）,,413,45.0737,1,单次稳定性补跑
uc_in_distribution_unit_commitment_u5_t5_seed51020,unit_commitment,51020,uc_in_distribution,train_scale,5,5,GNN图学习分支（种子1）,达到时间上限,238.9238274,448,451,0,0.21859329,0,45.035229,45.035229,0.2201764877,达到时间上限,SciPy-HiGHS,uc_in_distribution_unit_commitment_u5_t5_seed51020,train_scale,GNN图学习分支（种子1）,,448,45.035229,1,单次稳定性补跑
uc_in_distribution_unit_commitment_u5_t5_seed51020,unit_commitment,51020,uc_in_distribution,train_scale,5,5,GNN图学习分支（种子2）,达到时间上限,238.9238274,459,462,0,0.22654737,0,45.052443,45.052443,0.2216289216,达到时间上限,SciPy-HiGHS,uc_in_distribution_unit_commitment_u5_t5_seed51020,train_scale,GNN图学习分支（种子2）,,459,45.052443,1,单次稳定性补跑
uc_in_distribution_unit_commitment_u5_t5_seed51020,unit_commitment,51020,uc_in_distribution,train_scale,5,5,GNN图学习分支（种子3）,达到时间上限,238.9238274,448,451,0,0.22185012,0,45.035629,45.035629,0.2196750301,达到时间上限,SciPy-HiGHS,uc_in_distribution_unit_commitment_u5_t5_seed51020,train_scale,GNN图学习分支（种子3）,,448,45.035629,1,单次稳定性补跑
uc_scale_extrapolation_unit_commitment_u6_t4_seed52001,unit_commitment,52001,uc_scale_extrapolation,scale_extrapolation,6,4,最接近0.5分支（原规则）,达到时间上限,,586,589,0,0,0,45.077455,45.077455,,达到时间上限,SciPy-HiGHS,uc_scale_extrapolation_unit_commitment_u6_t4_seed52001,scale_extrapolation,最接近0.5分支（原规则）,,586,45.077455,1,单次稳定性补跑
uc_scale_extrapolation_unit_commitment_u6_t4_seed52001,unit_commitment,52001,uc_scale_extrapolation,scale_extrapolation,6,4,GNN图学习分支（种子1）,最优,170.9142786,543,546,0,0.26470558,0,38.905349,38.905349,0,,SciPy-HiGHS,uc_scale_extrapolation_unit_commitment_u6_t4_seed52001,scale_extrapolation,GNN图学习分支（种子1）,,543,38.905349,1,单次稳定性补跑
uc_scale_extrapolation_unit_commitment_u6_t4_seed52001,unit_commitment,52001,uc_scale_extrapolation,scale_extrapolation,6,4,GNN图学习分支（种子2）,最优,170.9142786,401,404,0,0.19587625,0,28.358786,28.358786,0,,SciPy-HiGHS,uc_scale_extrapolation_unit_commitment_u6_t4_seed52001,scale_extrapolation,GNN图学习分支（种子2）,,401,28.358786,1,单次稳定性补跑
uc_scale_extrapolation_unit_commitment_u6_t4_seed52001,unit_commitment,52001,uc_scale_extrapolation,scale_extrapolation,6,4,GNN图学习分支（种子3）,达到时间上限,,630,633,0,0.31189425,0,45.017158,45.017158,,达到时间上限,SciPy-HiGHS,uc_scale_extrapolation_unit_commitment_u6_t4_seed52001,scale_extrapolation,GNN图学习分支（种子3）,,630,45.017158,1,单次稳定性补跑
uc_scale_extrapolation_unit_commitment_u6_t5_seed52002,unit_commitment,52002,uc_scale_extrapolation,scale_extrapolation,6,5,最接近0.5分支（原规则）,达到时间上限,263.6182189,230,233,0,0,0,45.143429,45.143429,0.1957144429,达到时间上限,SciPy-HiGHS,uc_scale_extrapolation_unit_commitment_u6_t5_seed52002,scale_extrapolation,最接近0.5分支（原规则）,,230,45.143429,1,单次稳定性补跑
uc_scale_extrapolation_unit_commitment_u6_t5_seed52002,unit_commitment,52002,uc_scale_extrapolation,scale_extrapolation,6,5,GNN图学习分支（种子1）,达到时间上限,263.6182189,243,246,0,0.12686708,0,45.087085,45.087085,0.1710160791,达到时间上限,SciPy-HiGHS,uc_scale_extrapolation_unit_commitment_u6_t5_seed52002,scale_extrapolation,GNN图学习分支（种子1）,,243,45.087085,1,单次稳定性补跑
uc_scale_extrapolation_unit_commitment_u6_t5_seed52002,unit_commitment,52002,uc_scale_extrapolation,scale_extrapolation,6,5,GNN图学习分支（种子2）,达到时间上限,263.6182189,253,256,0,0.13228162,0,45.111112,45.111112,0.1722494983,达到时间上限,SciPy-HiGHS,uc_scale_extrapolation_unit_commitment_u6_t5_seed52002,scale_extrapolation,GNN图学习分支（种子2）,,253,45.111112,1,单次稳定性补跑
uc_scale_extrapolation_unit_commitment_u6_t5_seed52002,unit_commitment,52002,uc_scale_extrapolation,scale_extrapolation,6,5,GNN图学习分支（种子3）,达到时间上限,263.6182189,248,251,0,0.12967429,0,45.122676,45.122676,0.1746449112,达到时间上限,SciPy-HiGHS,uc_scale_extrapolation_unit_commitment_u6_t5_seed52002,scale_extrapolation,GNN图学习分支（种子3）,,248,45.122676,1,单次稳定性补跑
uc_scale_extrapolation_unit_commitment_u7_t4_seed52003,unit_commitment,52003,uc_scale_extrapolation,scale_extrapolation,7,4,最接近0.5分支（原规则）,达到时间上限,137.5528783,296,299,0,0,0,45.095154,45.095154,0.283436008,达到时间上限,SciPy-HiGHS,uc_scale_extrapolation_unit_commitment_u7_t4_seed52003,scale_extrapolation,最接近0.5分支（原规则）,,296,45.095154,1,单次稳定性补跑
uc_scale_extrapolation_unit_commitment_u7_t4_seed52003,unit_commitment,52003,uc_scale_extrapolation,scale_extrapolation,7,4,GNN图学习分支（种子1）,达到时间上限,137.5528783,326,329,0,0.15004717,0,45.099495,45.099495,0.2658251888,达到时间上限,SciPy-HiGHS,uc_scale_extrapolation_unit_commitment_u7_t4_seed52003,scale_extrapolation,GNN图学习分支（种子1）,,326,45.099495,1,单次稳定性补跑
uc_scale_extrapolation_unit_commitment_u7_t4_seed52003,unit_commitment,52003,uc_scale_extrapolation,scale_extrapolation,7,4,GNN图学习分支（种子2）,达到时间上限,137.5528783,349,352,0,0.16172462,0,45.073557,45.073557,0.2695216933,达到时间上限,SciPy-HiGHS,uc_scale_extrapolation_unit_commitment_u7_t4_seed52003,scale_extrapolation,GNN图学习分支（种子2）,,349,45.073557,1,单次稳定性补跑
uc_scale_extrapolation_unit_commitment_u7_t4_seed52003,unit_commitment,52003,uc_scale_extrapolation,scale_extrapolation,7,4,GNN图学习分支（种子3）,达到时间上限,137.5528783,334,337,0,0.15295068,0,45.033007,45.033007,0.2684976437,达到时间上限,SciPy-HiGHS,uc_scale_extrapolation_unit_commitment_u7_t4_seed52003,scale_extrapolation,GNN图学习分支（种子3）,,334,45.033007,1,单次稳定性补跑
uc_scale_extrapolation_unit_commitment_u7_t5_seed52004,unit_commitment,52004,uc_scale_extrapolation,scale_extrapolation,7,5,最接近0.5分支（原规则）,达到时间上限,263.1241071,154,157,0,0,0,45.180283,45.180283,0.2801468694,达到时间上限,SciPy-HiGHS,uc_scale_extrapolation_unit_commitment_u7_t5_seed52004,scale_extrapolation,最接近0.5分支（原规则）,,154,45.180283,1,单次稳定性补跑
uc_scale_extrapolation_unit_commitment_u7_t5_seed52004,unit_commitment,52004,uc_scale_extrapolation,scale_extrapolation,7,5,GNN图学习分支（种子1）,达到时间上限,263.1241071,165,168,0,0.083361798,0,45.127946,45.127946,0.279460636,达到时间上限,SciPy-HiGHS,uc_scale_extrapolation_unit_commitment_u7_t5_seed52004,scale_extrapolation,GNN图学习分支（种子1）,,165,45.127946,1,单次稳定性补跑
uc_scale_extrapolation_unit_commitment_u7_t5_seed52004,unit_commitment,52004,uc_scale_extrapolation,scale_extrapolation,7,5,GNN图学习分支（种子2）,达到时间上限,263.1241071,185,188,0,0.092810755,0,45.143155,45.143155,0.2782994505,达到时间上限,SciPy-HiGHS,uc_scale_extrapolation_unit_commitment_u7_t5_seed52004,scale_extrapolation,GNN图学习分支（种子2）,,185,45.143155,1,单次稳定性补跑
uc_scale_extrapolation_unit_commitment_u7_t5_seed52004,unit_commitment,52004,uc_scale_extrapolation,scale_extrapolation,7,5,GNN图学习分支（种子3）,达到时间上限,263.1241071,173,176,0,0.086699285,0,45.221639,45.221639,0.2813926194,达到时间上限,SciPy-HiGHS,uc_scale_extrapolation_unit_commitment_u7_t5_seed52004,scale_extrapolation,GNN图学习分支（种子3）,,173,45.221639,1,单次稳定性补跑
uc_scale_extrapolation_unit_commitment_u6_t6_seed52005,unit_commitment,52005,uc_scale_extrapolation,scale_extrapolation,6,6,最接近0.5分支（原规则）,达到时间上限,311.9072182,166,169,0,0,0,45.18982,45.18982,0.1641874641,达到时间上限,SciPy-HiGHS,uc_scale_extrapolation_unit_commitment_u6_t6_seed52005,scale_extrapolation,最接近0.5分支（原规则）,,166,45.18982,1,单次稳定性补跑
uc_scale_extrapolation_unit_commitment_u6_t6_seed52005,unit_commitment,52005,uc_scale_extrapolation,scale_extrapolation,6,6,GNN图学习分支（种子1）,达到时间上限,311.9072182,208,211,0,0.10577458,0,45.076821,45.076821,0.1412061747,达到时间上限,SciPy-HiGHS,uc_scale_extrapolation_unit_commitment_u6_t6_seed52005,scale_extrapolation,GNN图学习分支（种子1）,,208,45.076821,1,单次稳定性补跑
uc_scale_extrapolation_unit_commitment_u6_t6_seed52005,unit_commitment,52005,uc_scale_extrapolation,scale_extrapolation,6,6,GNN图学习分支（种子2）,达到时间上限,311.9072182,194,197,0,0.09814713,0,45.029853,45.029853,0.14133276,达到时间上限,SciPy-HiGHS,uc_scale_extrapolation_unit_commitment_u6_t6_seed52005,scale_extrapolation,GNN图学习分支（种子2）,,194,45.029853,1,单次稳定性补跑
uc_scale_extrapolation_unit_commitment_u6_t6_seed52005,unit_commitment,52005,uc_scale_extrapolation,scale_extrapolation,6,6,GNN图学习分支（种子3）,达到时间上限,311.9072182,206,209,0,0.10432904,0,45.092402,45.092402,0.140932011,达到时间上限,SciPy-HiGHS,uc_scale_extrapolation_unit_commitment_u6_t6_seed52005,scale_extrapolation,GNN图学习分支（种子3）,,206,45.092402,1,单次稳定性补跑
uc_scale_extrapolation_unit_commitment_u7_t6_seed52006,unit_commitment,52006,uc_scale_extrapolation,scale_extrapolation,7,6,最接近0.5分支（原规则）,达到时间上限,282.2824883,110,113,0,0,0,45.081782,45.081782,0.20747348,达到时间上限,SciPy-HiGHS,uc_scale_extrapolation_unit_commitment_u7_t6_seed52006,scale_extrapolation,最接近0.5分支（原规则）,,110,45.081782,1,单次稳定性补跑
uc_scale_extrapolation_unit_commitment_u7_t6_seed52006,unit_commitment,52006,uc_scale_extrapolation,scale_extrapolation,7,6,GNN图学习分支（种子1）,达到时间上限,282.2824883,124,127,0,0.067405869,0,45.120115,45.120115,0.192078231,达到时间上限,SciPy-HiGHS,uc_scale_extrapolation_unit_commitment_u7_t6_seed52006,scale_extrapolation,GNN图学习分支（种子1）,,124,45.120115,1,单次稳定性补跑
uc_scale_extrapolation_unit_commitment_u7_t6_seed52006,unit_commitment,52006,uc_scale_extrapolation,scale_extrapolation,7,6,GNN图学习分支（种子2）,达到时间上限,282.2824883,128,131,0,0.06898583,0,45.229978,45.229978,0.1908378625,达到时间上限,SciPy-HiGHS,uc_scale_extrapolation_unit_commitment_u7_t6_seed52006,scale_extrapolation,GNN图学习分支（种子2）,,128,45.229978,1,单次稳定性补跑
uc_scale_extrapolation_unit_commitment_u7_t6_seed52006,unit_commitment,52006,uc_scale_extrapolation,scale_extrapolation,7,6,GNN图学习分支（种子3）,达到时间上限,282.2824883,116,119,0,0.062715166,0,45.13237,45.13237,0.2052785903,达到时间上限,SciPy-HiGHS,uc_scale_extrapolation_unit_commitment_u7_t6_seed52006,scale_extrapolation,GNN图学习分支（种子3）,,116,45.13237,1,单次稳定性补跑
uc_scale_extrapolation_unit_commitment_u8_t4_seed52007,unit_commitment,52007,uc_scale_extrapolation,scale_extrapolation,8,4,最接近0.5分支（原规则）,达到时间上限,,235,238,0,0,0,45.093541,45.093541,,达到时间上限,SciPy-HiGHS,uc_scale_extrapolation_unit_commitment_u8_t4_seed52007,scale_extrapolation,最接近0.5分支（原规则）,,235,45.093541,1,单次稳定性补跑
uc_scale_extrapolation_unit_commitment_u8_t4_seed52007,unit_commitment,52007,uc_scale_extrapolation,scale_extrapolation,8,4,GNN图学习分支（种子1）,达到时间上限,,259,262,0,0.125472,0,45.127802,45.127802,,达到时间上限,SciPy-HiGHS,uc_scale_extrapolation_unit_commitment_u8_t4_seed52007,scale_extrapolation,GNN图学习分支（种子1）,,259,45.127802,1,单次稳定性补跑
uc_scale_extrapolation_unit_commitment_u8_t4_seed52007,unit_commitment,52007,uc_scale_extrapolation,scale_extrapolation,8,4,GNN图学习分支（种子2）,达到时间上限,,256,259,0,0.12521853,0,45.067725,45.067725,,达到时间上限,SciPy-HiGHS,uc_scale_extrapolation_unit_commitment_u8_t4_seed52007,scale_extrapolation,GNN图学习分支（种子2）,,256,45.067725,1,单次稳定性补跑
uc_scale_extrapolation_unit_commitment_u8_t4_seed52007,unit_commitment,52007,uc_scale_extrapolation,scale_extrapolation,8,4,GNN图学习分支（种子3）,达到时间上限,,248,251,0,0.11964196,0,45.086964,45.086964,,达到时间上限,SciPy-HiGHS,uc_scale_extrapolation_unit_commitment_u8_t4_seed52007,scale_extrapolation,GNN图学习分支（种子3）,,248,45.086964,1,单次稳定性补跑
uc_scale_extrapolation_unit_commitment_u8_t5_seed52008,unit_commitment,52008,uc_scale_extrapolation,scale_extrapolation,8,5,最接近0.5分支（原规则）,达到时间上限,302.3636263,138,141,0,0,0,45.083446,45.083446,0.3383382653,达到时间上限,SciPy-HiGHS,uc_scale_extrapolation_unit_commitment_u8_t5_seed52008,scale_extrapolation,最接近0.5分支（原规则）,,138,45.083446,1,单次稳定性补跑
uc_scale_extrapolation_unit_commitment_u8_t5_seed52008,unit_commitment,52008,uc_scale_extrapolation,scale_extrapolation,8,5,GNN图学习分支（种子1）,达到时间上限,302.3636263,150,153,0,0.079351667,0,45.252689,45.252689,0.3388224736,达到时间上限,SciPy-HiGHS,uc_scale_extrapolation_unit_commitment_u8_t5_seed52008,scale_extrapolation,GNN图学习分支（种子1）,,150,45.252689,1,单次稳定性补跑
uc_scale_extrapolation_unit_commitment_u8_t5_seed52008,unit_commitment,52008,uc_scale_extrapolation,scale_extrapolation,8,5,GNN图学习分支（种子2）,达到时间上限,302.3636263,142,145,0,0.077646877,0,45.349862,45.349862,0.3421358151,达到时间上限,SciPy-HiGHS,uc_scale_extrapolation_unit_commitment_u8_t5_seed52008,scale_extrapolation,GNN图学习分支（种子2）,,142,45.349862,1,单次稳定性补跑
uc_scale_extrapolation_unit_commitment_u8_t5_seed52008,unit_commitment,52008,uc_scale_extrapolation,scale_extrapolation,8,5,GNN图学习分支（种子3）,达到时间上限,302.3636263,122,125,0,0.068291005,0,45.161616,45.161616,0.3478902294,达到时间上限,SciPy-HiGHS,uc_scale_extrapolation_unit_commitment_u8_t5_seed52008,scale_extrapolation,GNN图学习分支（种子3）,,122,45.161616,1,单次稳定性补跑
uc_scale_extrapolation_unit_commitment_u6_t5_seed52009,unit_commitment,52009,uc_scale_extrapolation,scale_extrapolation,6,5,最接近0.5分支（原规则）,达到时间上限,214.0657385,228,231,0,0,0,45.155973,45.155973,0.3011577733,达到时间上限,SciPy-HiGHS,uc_scale_extrapolation_unit_commitment_u6_t5_seed52009,scale_extrapolation,最接近0.5分支（原规则）,,228,45.155973,1,单次稳定性补跑
uc_scale_extrapolation_unit_commitment_u6_t5_seed52009,unit_commitment,52009,uc_scale_extrapolation,scale_extrapolation,6,5,GNN图学习分支（种子1）,达到时间上限,214.0657385,259,262,0,0.12329754,0,45.093998,45.093998,0.2647028427,达到时间上限,SciPy-HiGHS,uc_scale_extrapolation_unit_commitment_u6_t5_seed52009,scale_extrapolation,GNN图学习分支（种子1）,,259,45.093998,1,单次稳定性补跑
uc_scale_extrapolation_unit_commitment_u6_t5_seed52009,unit_commitment,52009,uc_scale_extrapolation,scale_extrapolation,6,5,GNN图学习分支（种子2）,达到时间上限,214.0657385,252,255,0,0.12201716,0,45.039513,45.039513,0.2623256739,达到时间上限,SciPy-HiGHS,uc_scale_extrapolation_unit_commitment_u6_t5_seed52009,scale_extrapolation,GNN图学习分支（种子2）,,252,45.039513,1,单次稳定性补跑
uc_scale_extrapolation_unit_commitment_u6_t5_seed52009,unit_commitment,52009,uc_scale_extrapolation,scale_extrapolation,6,5,GNN图学习分支（种子3）,达到时间上限,214.0657385,260,263,0,0.12381116,0,45.012071,45.012071,0.2659364636,达到时间上限,SciPy-HiGHS,uc_scale_extrapolation_unit_commitment_u6_t5_seed52009,scale_extrapolation,GNN图学习分支（种子3）,,260,45.012071,1,单次稳定性补跑
uc_scale_extrapolation_unit_commitment_u7_t5_seed52010,unit_commitment,52010,uc_scale_extrapolation,scale_extrapolation,7,5,最接近0.5分支（原规则）,达到时间上限,246.1262533,160,163,0,0,0,45.053232,45.053232,0.3734872176,达到时间上限,SciPy-HiGHS,uc_scale_extrapolation_unit_commitment_u7_t5_seed52010,scale_extrapolation,最接近0.5分支（原规则）,,160,45.053232,1,单次稳定性补跑
uc_scale_extrapolation_unit_commitment_u7_t5_seed52010,unit_commitment,52010,uc_scale_extrapolation,scale_extrapolation,7,5,GNN图学习分支（种子1）,达到时间上限,246.1262533,152,155,0,0.08460838,0,45.121636,45.121636,0.3566636322,达到时间上限,SciPy-HiGHS,uc_scale_extrapolation_unit_commitment_u7_t5_seed52010,scale_extrapolation,GNN图学习分支（种子1）,,152,45.121636,1,单次稳定性补跑
uc_scale_extrapolation_unit_commitment_u7_t5_seed52010,unit_commitment,52010,uc_scale_extrapolation,scale_extrapolation,7,5,GNN图学习分支（种子2）,达到时间上限,246.1262533,180,183,0,0.091650421,0,45.044086,45.044086,0.3520601646,达到时间上限,SciPy-HiGHS,uc_scale_extrapolation_unit_commitment_u7_t5_seed52010,scale_extrapolation,GNN图学习分支（种子2）,,180,45.044086,1,单次稳定性补跑
uc_scale_extrapolation_unit_commitment_u7_t5_seed52010,unit_commitment,52010,uc_scale_extrapolation,scale_extrapolation,7,5,GNN图学习分支（种子3）,达到时间上限,246.1262533,168,171,0,0.086051166,0,45.229014,45.229014,0.3663876517,达到时间上限,SciPy-HiGHS,uc_scale_extrapolation_unit_commitment_u7_t5_seed52010,scale_extrapolation,GNN图学习分支（种子3）,,168,45.229014,1,单次稳定性补跑
